id,artist,title,album_title,artist_type,album_year,genre,mood,tempo
150376801,Otto Dix,Стеклянные цветы,Чудные Дни,Mixed/Mixed Group,2010,"","",""
120550155,Otto Dix,Те кто будут после,Чудные Дни,Mixed/Mixed Group,2010,"","",""
120548871,Otto Dix,Стеклянные цветы,Чудные Дни,Mixed/Mixed Group,2010,"","",""
120548769,Otto Dix,Раздетые,Чудные Дни,Mixed/Mixed Group,2010,"","",""
