id,count
102271099,1
102271118,1
102271127,1
102271163,1
107327171,1
117066615,1
117066621,1
117066683,1
117066687,1
117091995,1
118276646,1
118276757,1
118276807,1
118276888,1
118277088,1
118277091,1
118277099,1
118277106,1
118277125,1
118277130,1
118552388,1
118552394,1
118552407,1
118552418,1
118552433,1
118552439,1
118552570,1
118552597,1
118552643,1
118552655,1
118552728,1
118552743,1
118552759,1
118552763,1
118552782,1
118552788,1
118552791,1
118552794,1
118552806,1
118552828,1
118552874,1
118552885,1
118552905,1
118552947,1
118552964,1
118552988,1
118553059,1
118553072,1
118553075,1
118553112,1
118734702,1
118734863,1
118734876,1
118734893,1
118734910,1
118734923,1
118734931,1
118734960,1
118734982,1
118856681,1
118856833,1
118857081,1
118857141,1
118857286,1
118857314,1
118857323,1
118857334,1
118857339,1
118857367,1
118857370,1
118857413,1
118857414,1
118857444,1
118857548,1
118857728,1
118857843,1
118857849,1
118857910,1
118857970,1
118858066,1
118858269,1
118858285,1
118858465,1
118858480,1
118872001,1
118872013,1
118872028,1
118872041,1
118873690,1
118920548,1
119233371,1
119233379,1
119233389,1
119233583,1
119233610,1
119233824,1
119234653,1
119234675,1
119339029,1
120544219,1
120548461,1
120548758,1
120548769,1
120548831,1
120548871,1
120549112,1
120549155,1
120549288,1
120550155,1
120711099,1
120711113,1
120711198,1
120711274,1
120711340,1
120715602,1
120747272,1
121491753,1
121491758,1
121491799,1
121491807,1
121492221,1
121492263,1
121633076,1
121633395,1
121633496,1
121633549,1
121633738,1
121634308,1
121634438,1
121634575,1
121635237,1
121635265,1
121635283,1
121635290,1
121635298,1
121635309,1
121748153,1
121748163,1
121748199,1
121748264,1
121748332,1
121748357,1
121748375,1
121748388,1
121748394,1
121748417,1
121748440,1
121748486,1
121748488,1
121748498,1
121748515,1
121748552,1
121748560,1
121748585,1
121748593,1
121928450,1
121928873,1
121929389,1
121929403,1
121929412,1
121932309,1
121932321,1
121932487,1
121932615,1
122131492,1
122131535,1
122131544,1
122131553,1
122131581,1
122131586,1
122131605,1
123141476,1
123141485,1
123141520,1
123141543,1
123141651,1
123141869,1
123141903,1
123141924,1
123141961,1
123141976,1
123141983,1
123142000,1
123142013,1
123142046,1
123142064,1
124801344,1
124801399,1
124917957,1
124918002,1
125047140,1
127464184,1
127464212,1
127464221,1
127464223,1
127464229,1
127464269,1
127464339,1
127464397,1
127464412,1
130075833,1
130075869,1
132159830,1
132159849,1
132159866,1
132681767,1
132683100,1
132683127,1
136023904,1
136023962,1
136023975,1
136024022,1
136024092,1
136024226,1
136163781,1
136709520,1
136724307,1
136724435,1
136724751,1
137148859,1
137148984,1
137275754,1
138241463,1
138241795,1
138243803,1
138243808,1
139715298,1
139715680,1
139716242,1
139716392,1
140771382,1
140773113,1
140936378,1
143065908,1
143066079,1
143066765,1
143067000,1
143067071,1
143067085,1
143067216,1
143543505,1
143543543,1
147893709,1
147893717,1
147893733,1
147893746,1
147893863,1
147893865,1
147893945,1
148816559,1
148890451,1
148890505,1
148890593,1
148890958,1
148891009,1
149029044,1
149221496,1
149824231,1
149824259,1
149824271,1
149824289,1
149824294,1
149824304,1
149824326,1
149824336,1
149824358,1
149824372,1
150376618,1
150376788,1
150376796,1
150376801,1
150376815,1
150376831,1
150376848,1
150376886,1
151063326,1
151063334,1
151063337,1
151063342,1
151063394,1
151063444,1
151063459,1
151063465,1
151063485,1
151063646,1
154124264,1
155912446,1
155912510,1
155912558,1
155912597,1
155913198,1
157715263,1
165610590,1
165884523,1
169487082,1
170000011,1
171890426,1
171890434,1
174160709,1
174618808,1
174620527,1
174620545,1
174621889,1
174623007,1
174834196,1
174834251,1
174834256,1
174834259,1
174834261,1
174834264,1
174834275,1
174834291,1
174834300,1
174834303,1
174834304,1
174834306,1
174834307,1
174834317,1
174834402,1
174834408,1
174834428,1
174834460,1
174834480,1
174834510,1
174834511,1
174834512,1
174834535,1
174834561,1
175877778,1
175878138,1
175878474,1
176159725,1
176178834,1
177096367,1
177113738,1
177113769,1
177113815,1
177306771,1
177307996,1
177308347,1
177309173,1
177309994,1
177311637,1
177848342,1
177848424,1
177848495,1
177852037,1
177855686,1
177855714,1
177855737,1
177855789,1
177855806,1
177855856,1
177855893,1
177855954,1
177856010,1
177856036,1
