id,artist,title,duration,date,url,lyrics_id,genre_id
456239140,Apocalyptica,Sacra,264,1477296988,https://psv4.vk.me/c5014/u3235613/audios/17c6a5c91ba6.mp3?extra=KVOXY_7N1zxr9AvSJ5cuSXlHiDpO2etrzJ8qFub4yEhWuvWvq4vQVVeFrdqjnf-BitQpUFsAAzEjOGxDLmUmk8DBEickKqDWzJeHkKDeh2dPohPn3IGFePxVLssMLxlCE22HtaQjpeER,0,18
456239138,30 Seconds to Mars,End of All Days,272,1477089261,https://cs7-3v4.vk-cdn.net/p9/bba022330c4736.mp3?extra=92Hu3CARYjZsRKH0bvE-UrVZ02PCeCZ8mKqqqtgtAxnpVPTfGL26aeVB7G7_KavcpT8ZSZZxMtBv8IAzeEb1FGX9MDwrrW8ruPeYwF2w7AlOf0M0CkOPz9syg7TjAsYYyl0y8N9e0Ibj,0,1
456239135,Too Close To Touch,Crooked Smile (Post-Hardcore.COM),216,1476981375,https://cs7-2v4.vk-cdn.net/p1/3540f859b1b38a.mp3?extra=Wn82vrWkWaQXKt8YUTyNCj_chgmEDOKk_Faq6wPGMIrM5pYArKm09sr74oSFJgtlq-131CurfqipHKA1uPSubnYlYNoRlnRVRDwLwRPqVuIQ3JnqyZa8c6eJpguDXZSCvzDqF784sjF-,0,0
456239137,Broods,Everytime,221,1477064413,https://cs7-3v4.vk-cdn.net/p11/ad75b7737c2ef5.mp3?extra=M_b7oh9SR5oHzRGX5KkRH8c8xcoHiRP70yo8Sg5bXkuCvlGmEPmR5JYuvp10-crQIe73mYf0asW_EYX8jscssOMnJGb2P7wkol6jAmusgqAXg9_VeOaNnlMdqYlkyiJys0m8jAxGg4JP,0,21
456239132,James Arthur,Recovery,277,1476387052,https://cs7-4v4.vk-cdn.net/p15/701a539907883d.mp3?extra=abIIbzQpIIMlb_8k_b8zAInsbSYliRRgurqYmGsIbs4egi2t5wB8te_SEYk4crkhPCudRi_N8c4_26WNSnRJsYdeVxwKIFgn79w4s3VSZruXEjAKLE1rZkSPAAEE2Z1pgcACNkZm275v,126613402,2
456239134,Audrey Gallagher,Big Sky (Swanky Project Deep Remix) ,258,1476391457,https://cs7-3v4.vk-cdn.net/p20/50200a3e19dcd7.mp3?extra=bvbrXedt0YUtdviZls_2qJ46IDmEobxGn4YQQv0mg1j3gUQl89AtMKd3s9HuowBRFMVknoirDuWEYiO2wji96iGosJ4Yo5jF9JqEfwzNmzE5slTy03uRq2o91xzPK09lOMsxe9Kwc_Wm,353395332,18
456239133,Molly Sandén,Phoenix,198,1476390105,https://cs7-3v4.vk-cdn.net/p11/722e968216e60b.mp3?extra=ha0_MKNDIgUtCEoIMXzBi5ciF_2l_MZHgK3L2ui1XRk_p2KzNZNpt0ci7uSqFGyvhcguXxW0POBVHsKy-CdcSc-mQEdoHbu7zueVMLKlVm7KdOEYwVBL6u3i3iMUV04uDrtl63ce9Jb9,0,2
456239130,Three Days Grace,Someone Who Cares,292,1476207743,https://cs7-1v4.vk-cdn.net/p8/38f9d0849ecbaf.mp3?extra=PWSh-zWS_dasiLAzKFf4ufM9dLEkSKn8iAtU_yALvq-sADHUbrFticrhYEphB7oJboydGX2pFupHDwoApXV-alfF58Fvh0WXDO6_3fzwWvYYalB4_cH7E9WX1E6lld0fHXh-76SCPo5Y,2437584,18
456239131,Apocaliptica feat. Adam Gontier,I dont care,238,1476208585,https://cs7-1v4.vk-cdn.net/p10/99c16540dee2aa.mp3?extra=-B_xpRtva1LoZeo5OK84zobxatl2YdQY9L8BSyWRmbJNdbQUz4D4SceVVBC9bVvnM0sI0XLp98J-yLSuctahywDAsPEpBQfS2i4jtdxqiMKNlM0l0Hpor3JLLoMlA_hhULtA99hkcPvC,0,0
456239129,Papa Roach,Between Angels and lnsects,234,1476126315,https://cs7-2v4.vk-cdn.net/p9/63e71a993cfa99.mp3?extra=OWzHHfsEBmIiT8GoxKLjLU-0oZL46bGJWe1fQNHdhbnuyWuS6AX3TaDns84o_llOBSkMsqZfpQEedpBnWZurJXTbU-yOg-KVMdVqDNsJCOEN2VpKAZ9SsDbsGw6nXwuBOvlxnTpDJKkm,270474318,18
456239128,Feder feat. Alex Aiono,Lordly,196,1475966006,https://cs7-5v4.vk-cdn.net/p1/6beb00912ebdcd.mp3?extra=JBemZyPMm85zoi9ZLycSuzixdD6__9M_RYRK5MJaKcqe2FezX_FtzB4IKQ51yBznl9NmRoWhYJKYTfag0KIkwq9USacDCrINayKu-slcaRSw7YycgojYT3Fjh39Mlinn9bWAQyw59C2A,356803132,5
456239127,Walking On Cars,Speeding Cars,242,1475964668,https://cs7-2v4.vk-cdn.net/p5/272b572523189c.mp3?extra=qPL0CfxFzznRGCmyHakrr_65It6G8hNUbtB2N3bdUMHpmiw60NnxsRyAS2bHlNxx3l5SIdnhE4_ZRXfudkFhscoaVoUzpgt4Fg_6A9MIZYG3BEQVVUutuUDA_5xbg8e3Wbu69CUdE9TU,309334385,18
