id,count
42828703,1
42829258,1
42829425,1
42829536,1
42830551,1
42933381,1
44916035,1
45448333,1
47665259,1
61303317,1
61796140,1
66666420,1
67124658,1
67125093,1
67164249,1
67250995,1
67333533,1
67416583,1
67524842,1
67717755,1
67718672,1
68003803,1
68004765,1
68187297,1
68188298,1
68189092,1
68261718,1
68284513,1
68289705,1
68392222,1
68404908,1
68746902,1
68751672,1
68757787,1
69363418,1
69368066,1
69675000,1
70705110,1
71957639,1
71962005,1
72255661,1
72315647,1
72319281,1
72366045,1
72477572,1
72534314,1
72590353,1
72637988,1
72638590,1
72639004,1
72696682,1
72702738,1
72748837,1
72753565,1
72757723,1
72810311,1
72866151,1
72975969,1
72980698,1
73019243,1
73039808,1
73044653,1
73088011,1
73088729,1
73161083,1
73192078,1
73195112,1
73687615,1
73939699,1
73939977,1
74063071,1
74896310,1
74910515,1
74969433,1
74970214,1
74974055,1
75151625,1
75181512,1
75206521,1
75777504,1
75793019,1
75847064,1
76011413,1
76011584,1
76011783,1
76014341,1
76151135,1
76199649,1
76262971,1
76429297,1
76434783,1
76532711,1
76547758,1
76661589,1
77081973,1
77201997,1
77326564,1
77419028,1
77891399,1
78094846,1
78095737,1
78324877,1
78386302,1
80733239,1
83876928,1
83869910,1
83870021,1
87263041,1
83870706,1
83871536,1
82129240,1
85390187,1
87065012,1
86448205,1
88544499,1
88813044,1
89447963,1
89937019,1
90517839,1
90742878,1
91070154,1
91143848,1
91516560,1
91792792,1
91793354,1
92216680,1
92289139,1
92292259,1
93033556,1
93205233,1
96791611,1
96795714,1
94677870,1
96784096,1
97973774,1
98823308,1
98931031,1
98932629,1
98933139,1
98935234,1
99980131,1
101572724,1
101573598,1
101852056,1
103857926,1
104038563,1
104683218,1
104684463,1
104900529,1
105797488,1
105798219,1
105798785,1
105901657,1
106125128,1
107515435,1
108401188,1
109036800,1
109049057,1
109051689,1
109273990,1
109276099,1
109283262,1
109371114,1
109386245,1
110869150,1
110911153,1
116125581,1
116189624,1
116520635,1
117133683,1
117133856,1
118103715,1
118104013,1
118104608,1
118105489,1
118193498,1
118734492,1
118760995,1
119593092,1
120236492,1
120441853,1
120442841,1
121135638,1
122607021,1
122766486,1
124128241,1
124152114,1
125417309,1
128035030,1
128038651,1
128182052,1
128194075,1
128481708,1
128615988,1
129598648,1
130398540,1
130399296,1
132246909,1
132260210,1
132374232,1
132491346,1
132594269,1
132694595,1
132866443,1
133320940,1
133323086,1
135016610,1
135016710,1
135872142,1
136967729,1
137076448,1
139158025,1
139241896,1
139382359,1
139388607,1
139392117,1
140060299,1
140391193,1
140529460,1
141907034,1
142625631,1
142986186,1
143447521,1
143569354,1
143577496,1
145072034,1
146060563,1
146278611,1
146387019,1
147182423,1
147182723,1
147799046,1
148177877,1
149268278,1
