id,artist,title,duration,date,url,lyrics_id,genre_id
456239446,2PM,GO CRAZY! (미친거 아니야?),236,1477428542,https://cs7-2v4.vk-cdn.net/p23/719223fa23e387.mp3?extra=JFQ2rpuTzyXAQbWBPuVms1nP_WA6zgdDfaDRviwkYUBSAyBfclt8CDlJ0NnhpAhzAL3znIKbooFgGlSxTFVg9BfSpGM3dSwxdubUAw24JLlugDVN9nUNAO2wqzChApB1FCDUYW8rntbV,197736959,1001
456239445,TWICE (트와이스),TT,213,1477428287,https://cs7-3v4.vk-cdn.net/p14/9e3327d8694268.mp3?extra=3F4w2oYdykg-PxgJG1VT_d6cvRKktflDejIJpQJB95eobEwk2UNx7WxUXob0Oy6utt6aBa9cN-rXT_H-AehvEyU7G02nxzLgjNl0zUvKe8aXuBID_ft65GyNZnPKXvtjOeuIVpAJIMvo,0,2
456239444,IU,Twenty-three,194,1477427684,https://cs7-1v4.vk-cdn.net/p7/132041659c303c.mp3?extra=_CiJG6Od6m3Y7IlzKb9UwhqF72kRGbGW8hoIngt014iSL8RCtJWReW0Qx3UrwT4iEH6b_DAkPALAksqUb3_uf0Bl9FQnHBeo97v_39TXimxMDuax63e0rjoJZlxtG3BH91K4Y752dTUn,0,2
456239443,Various Artists,Love of Haesu (Moon Lovers : Scarlet Heart Ryo OST),180,1477416995,https://cs7-2v4.vk-cdn.net/p21/a7b27b01160212.mp3?extra=vsyz6tGm85aRXCyRhpga48Ynjdp3ogd_Lq56p4ai6Ak7uvBw0NebdKyGzuTFPqiz_08z5FS4WfGrG4mIxrsTPmJd973wNq6-Tg-ICXxAXWgu5lb8HgqvxRe1PW7tw7f4LfqrABeqNrig,0,18
456239442,Various Artists,Wing of Goryeo (Moon Lovers : Scarlet Heart Ryo OST),272,1477416914,https://cs7-5v4.vk-cdn.net/p4/a41a9820d0f5a8.mp3?extra=GWtJkAcbSiOoQzLyV9HLshwBqmHTkWMon-UbAnUHPF_rfkVGwnUSk7c0oE5S6RYp5FmqaKb9vvkcvHVjFtDT-qKOoNnOvMrnEtsOJNPzWseiU7cgt7so4NuZRx7MR2v-1upiT1ILiciZ,0,18
456239441,Various Artists,Appassionata (Moon Lovers : Scarlet Heart Ryo OST),131,1477416896,https://cs7-5v4.vk-cdn.net/p4/b10f4972f53421.mp3?extra=ivYUdsGSKeEdP7zFyl1PvREA_qcCaCgR1WVAdzcL3UR95H_da1MCqChj0NOwRlS26l1hY5hRT-LWR5I8yzZ1MCoTzNLHzF44caJg_3chXBqlgfZDNvEhg2T8cr1PfHnuQ31whLMBgm-c,0,18
456239440,악동뮤지션 (Akdong Musician),Be With You (Moon Lovers OST),186,1477416776,https://cs7-1v4.vk-cdn.net/p19/c516c44b8adac6.mp3?extra=d2OLdkY83z056qdsv27nHfk1jBN0G7UxrAzbjckbAyRZt44tkoFcvTT6KwQrb-6Tul-hI4q0x8U8pMQCcsjp0yGieyDJtYMWMXzrVQIV4X5addzRVTp8Hv7q-hVYaR7JedMjY5gDY0Ge,0,18
456239439,워너비 (SG Wannabe),I Confess (Moon Lovers OST),220,1477416755,https://cs7-1v4.vk-cdn.net/p23/dad42056e54f34.mp3?extra=L0sJdxkNCOyQZkPBhqsKO4IAuTRJUfgtq1rgJ2IORE_jFnw_1ZLCwt2KYjPhtLwg4ocL-LsHbWO4JWYNVkcWGSBCfcPH9gQnY5QLZxpFZ6Iq5ma0AehELsBvB-oh5A_dy-jBj4B5QPKv,0,18
456239438,정승환 (Jung Seung Hwan),Wind (Moon Lovers OST),218,1477416728,https://cs7-4v4.vk-cdn.net/p21/3974f34c664a29.mp3?extra=YEzQ1kvneL5SSJmhQaea-biCdmcyX8Hce0O_dTe8yueO1cxgDVLsl-U0yU_BI5DAGwwigjxb47YZyMx7_ziolfyeW0i4_bLLS5P1gue_mlaHRe_4Re8q-bA2TfpP1ypO2sEhrcSkxhqb,0,18
456239437,에픽하이 (Epik High) ft. 이하이 (Lee Hi),Can You Hear My Heart (Moon Lovers OST),248,1477416650,https://cs7-3v4.vk-cdn.net/p13/d6ff152a149e17.mp3?extra=_kXtieIQnSsXTGBxxPtQUXOGp6ZxfO5RvMHYMG2SDblrhgMbSYed5pEnpTNlY9MiNSy4RnZjAUMfRvPOQb0ENEhqAVYkUhuo2iLaYtLHsvvi0hqsls0jgn-LhSzL_5teXddOQQ3901Q2,0,18
456239436,태연 (TAEYEON),All with you (Moon Lovers OST),234,1477416629,https://cs7-1v4.vk-cdn.net/p3/864087092bf468.mp3?extra=hUwpoVtUwGCcyZfymrVusgd_BprgEswGnY5_JaGGuB_yR4xlkaonEuuK5LhSTrBUS0Eb51o5MJ_tgM7S8FoivniU1AJpvEkzV2dO73XcbChaAxXPWgi_TkPSIhrWAgDbwHMXKe6SzfuY,0,18
456239435,I.O.I,너무너무너무 (Very Very Very),203,1476699183,https://cs7-3v4.vk-cdn.net/p9/70a21d700cc596.mp3?extra=ROe-1jW_Ieo-j9ywhhQ7QBfwkWXjiFSjDEKnwtNvII9fzcZBCdoKF-Acc66ht39ZPiJDyQ5oexiC4xgMxnfl7stcj6Ewznobvn_VmVD5EhgTjmNQafg0_w4rSnMHz7bbWCrWi4v8KQrb,0,2
456239429,Христина Соловій ,Тримай,207,1476456388,https://cs7-5v4.vk-cdn.net/p12/df3f1026ef8fe7.mp3?extra=Ned_2QAt4pkAdmg8z5FZXnXcaAg5c4T2sW74fjUyRUF4sSDSJnf13nU2kdnFwhcTLOPH5beStsDCsc8YWrbETdp0X9jRQlKY2hqV6PqQyJVMeYCGvu-WAEGG75zsV5w2-53oSJflt19a,357843261,1001
